index_number,region_number,port_name,country,port_latitude,port_longitude,publication_number,chart_number,harbor_size,harbor_type,shelter_afforded,entry_tide,entry_swell,entry_ice,entry_other,overhead_limit,channel_depth,anchorage_depth,cargo_pier_depth,cargo_oil_depth,tide_range,max_vessel_size,good_holding_ground,turning_area,port_of_entry,us_representative,eta_message_required,pilot_required,pilot_available,pilot_local_assist,pilot_advised,tug_salvage,tug_assist,quarantine_procedures_required,quarantine_sscc_cert_required,quarantine_other,comms_phone,comms_fax,comms_radio,comms_vhf,comms_air,comms_rail,cargo_wharf,cargo_anchor,cargo_med_moor,cargo_beach_moor,cargo_ice_moor,med_facility,garbage_dispose,degauss,dirty_ballast,crane_fixed,crane_mobile,crane_float,lift_100_tons,lift_50_100_tons,lift_25_49_tons,lift_0_24_tons,services_longshore,services_electrical,services_steam,services_nav_equip,services_electrical_repair,provisions,water,fuel_oil,diesel,deck_supplies,eng_supplies,repair_types,dry_dock_types,railway_types,port_geom
46171,46120,UKPOKITI MARINE TERMINAL,NG,5.716667,4.833333,123,57120,V,OR,P,,,,TRUE,,A,A,,A,0,L,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,FALSE,,,FALSE,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,POINT(4.83333333333333 5.71666666666667)
46238,46120,OKONO TERMINAL,NG,3.983333,7.3,123,57140,V,OR,P,,TRUE,,TRUE,,A,A,,A,0,L,,,,,TRUE,TRUE,TRUE,,,,,,,,TRUE,,TRUE,,,,,TRUE,,,,,,,FALSE,TRUE,,,,,,TRUE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,POINT(7.3 3.98333333333333)
46240,46120,OKWORI TERMINAL,NG,3.85,6.983333,123,57140,V,OR,P,,TRUE,,TRUE,,A,A,,A,0,L,,TRUE,,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,TRUE,,TRUE,,,,,,,,,,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,POINT(6.98333333333333 3.85)
46262,46250,LIMBOH TERMINAL,CM,3.983333,9.15,123,57160,V,OR,P,,,,TRUE,,A,,K,C,2,L,,,,FALSE,TRUE,TRUE,,TRUE,,TRUE,,,,,,,,,,,TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,,TRUE,,,,,,,TRUE,TRUE,TRUE,,,,,,POINT(9.15 3.98333333333333)
46310,46300,SERPENTINA TERMINAL,GQ,3.8,8.083333,123,57160,V,OR,P,,,,TRUE,,A,A,,A,1,L,,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,FALSE,,FALSE,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,POINT(8.08333333333333 3.8)
46235,46120,ODUDU TERMINAL,NG,4,7.766667,123,57160,V,OR,P,,,,TRUE,,A,A,,A,2,L,,,,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,,,TRUE,,,,TRUE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,POINT(7.76666666666667 4)
46340,46300,COGO,GQ,1.083333,9.7,123,57181,V,RN,P,TRUE,TRUE,,,,M,E,J,,2,M,,,,,,FALSE,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,POINT(9.7 1.08333333333333)
46485,46478,TAKULA TERMINAL,AO,-5.216667,11.783333,123,57240,S,OR,P,FALSE,TRUE,,TRUE,,,A,,A,1,L,,,,,TRUE,TRUE,,,,,TRUE,,,,,,TRUE,,,,TRUE,TRUE,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,POINT(11.7833333333333 -5.21666666666667)
46545,46540,SOYO ANGOLA LNG TERMINAL,AO,-6.116667,12.333333,123,57242,V,RN,F,TRUE,TRUE,,TRUE,,G,,G,,1,L,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,TRUE,,,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,TRUE,,,,,,POINT(12.3333333333333 -6.11666666666667)
46549,46540,GIRASSOL TERMINAL,AO,-7.65,11.683333,123,57260,V,OR,P,,TRUE,,TRUE,,,,,A,2,L,,,,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,,,,,,,TRUE,FALSE,,FALSE,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,POINT(11.6833333333333 -7.65)
46553,46540,ESTRELA OIL FIELD,AO,-6.45,12.4,123,57260,S,OR,P,,TRUE,,TRUE,,A,,,A,0,L,,TRUE,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,POINT(12.4 -6.45)
46550,46540,PORTO DO AMBRIZ,AO,-7.833333,13.1,123,57260,V,CB,P,,TRUE,,TRUE,,O,N,N,,1,M,,,,,,TRUE,TRUE,,,,TRUE,,,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,POINT(13.1 -7.83333333333333)
46570,46540,PORTO AMBOIM,AO,-10.733333,13.75,123,57280,V,OR,P,,TRUE,,,,A,D,O,,1,,TRUE,,,,TRUE,,,,FALSE,,,TRUE,,TRUE,,,TRUE,,TRUE,TRUE,,TRUE,,,,TRUE,,,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,POINT(13.75 -10.7333333333333)
46690,46660,JAMESTOWN,SH,-15.916667,-5.716667,123,57485,V,OR,P,TRUE,TRUE,FALSE,TRUE,,A,A,P,,1,L,FALSE,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,,TRUE,,,FALSE,TRUE,,,,,,TRUE,TRUE,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,POINT(-5.71666666666667 -15.9166666666667)
46710,46700,EDINBURGH OF THE SEVEN SEAS,SH,-37.05,-12.3,123,57486,V,OR,P,,,,TRUE,,A,A,,,2,M,,,,,,,,TRUE,,,,,,TRUE,TRUE,,TRUE,TRUE,,,,TRUE,,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,POINT(-12.3 -37.05)
46691,46660,NORTH POINT,SH,-7.883333,-14.366667,123,57487,S,OR,P,,,,TRUE,,,O,,J,0,M,,,,,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-14.3666666666667 -7.88333333333333)
46920,46860,PORTO BELO,MZ,-17.7,37.183333,171,61150,S,OR,F,,,,TRUE,,O,J,,,2,M,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(37.1833333333333 -17.7)
46925,46860,PEBANE,MZ,-17.266667,38.15,171,61150,S,RN,F,,,,TRUE,,L,J,,,0,M,,,,,TRUE,TRUE,,,,,TRUE,,,,TRUE,,TRUE,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,POINT(38.15 -17.2666666666667)
46900,46860,CHINDE,MZ,-18.566667,36.5,171,61150,S,RN,F,,,,TRUE,,P,N,,,3,M,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,FALSE,TRUE,,TRUE,,TRUE,,,,TRUE,,,,,,TRUE,,,,,,TRUE,FALSE,,,,,,,,POINT(36.5 -18.5666666666667)
47000,46965,KILWA KIVINJE,TZ,-8.733333,39.416667,171,61190,V,OR,F,,TRUE,,TRUE,,K,L,L,,1,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,POINT(39.4166666666667 -8.73333333333333)
47020,46965,CHAKE CHAKE,TZ,-5.25,39.766667,171,61200,S,CN,F,,,,,,G,H,,,0,M,,,,,,FALSE,TRUE,,,,FALSE,,,TRUE,,,,,TRUE,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,POINT(39.7666666666667 -5.25)
47107,47090,MALINDI,KE,-3.216667,40.133333,171,61210,S,CN,F,,TRUE,,,,,J,,,1,M,TRUE,,,,TRUE,,,,,,,,,,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,POINT(40.1333333333333 -3.21666666666667)
47105,47090,KILIFI,KE,-3.633333,39.866667,171,61210,V,OR,P,,,,TRUE,TRUE,O,G,K,,1,M,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,FALSE,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,POINT(39.8666666666667 -3.63333333333333)
47140,47120,BARAAWE,SO,1.1,44.05,171,61240,V,OR,F,,,,,,A,F,,,5,,,,,,,,,,,,,,,,,,TRUE,,,,,TRUE,,,,TRUE,,,,TRUE,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,POINT(44.05 1.1)
47150,47120,MARKA,SO,1.716667,44.783333,171,61240,V,OR,F,TRUE,,,TRUE,,A,B,P,,3,,FALSE,,,,TRUE,,FALSE,,,,FALSE,,,,TRUE,TRUE,,,,,,TRUE,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,POINT(44.7833333333333 1.71666666666667)
47300,47295,MORONI,KM,-11.7,43.25,171,61311,V,OR,P,,,,TRUE,,A,B,O,O,3,M,FALSE,,,TRUE,TRUE,,FALSE,,,,,,,TRUE,,,TRUE,,TRUE,,,TRUE,,,,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,POINT(43.25 -11.7)
47420,47350,MAINTIRANO,MG,-18.066667,44.016667,171,61440,V,OR,P,,TRUE,,TRUE,,O,L,,,2,,TRUE,,,,TRUE,FALSE,,,,,,,,,,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,POINT(44.0166666666667 -18.0666666666667)
47430,47350,MORONDAVA,MG,-20.283333,44.3,171,61460,V,OR,P,,TRUE,,,,G,L,P,,5,,,,,,,,FALSE,,,FALSE,TRUE,,,,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,,POINT(44.3 -20.2833333333333)
47460,47350,TOLIARA,MG,-23.366667,43.666667,171,61472,V,OR,F,,,,TRUE,,J,K,L,L,3,M,TRUE,,,,TRUE,TRUE,,,TRUE,,TRUE,,,,,,TRUE,,TRUE,FALSE,TRUE,TRUE,,,,TRUE,,,FALSE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,POINT(43.6666666666667 -23.3666666666667)
47500,47350,MANAKARA,MG,-22.116667,48.05,171,61520,V,OR,P,TRUE,TRUE,,TRUE,,L,G,P,,0,,TRUE,,,,TRUE,,FALSE,,,,,,,,,,TRUE,,,,,TRUE,,,,,,,,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,,,,,POINT(48.05 -22.1166666666667)
47470,47350,FARADOFAY,MG,-25.033333,47,171,61522,V,OR,F,FALSE,TRUE,FALSE,TRUE,,K,F,P,,2,L,,,TRUE,,TRUE,,FALSE,,,FALSE,FALSE,TRUE,,,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,POINT(47 -25.0333333333333)
47590,47350,MAROANTSETRA,MG,-15.45,49.816667,171,61540,V,OR,F,,,,TRUE,,A,J,,,0,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,POINT(49.8166666666667 -15.45)
47680,47670,SAINT-DENIS,RE,-20.866667,55.45,171,61582,V,OR,F,,TRUE,,TRUE,,A,E,,,0,L,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,POINT(55.45 -20.8666666666667)
47750,47740,PORT MATHURIN,MU,-19.683333,63.416667,171,61601,V,CN,F,,TRUE,,TRUE,,L,F,,,4,,,TRUE,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,POINT(63.4166666666667 -19.6833333333333)
47830,47810,BOOSAASO,SO,11.283333,49.183333,172,62070,S,CB,,,,,TRUE,,,E,M,,0,M,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(49.1833333333333 11.2833333333333)
47942,47910,AL KHAIR OIL TERMINAL,SD,19.583333,37.25,172,62142,S,CN,,,,,,,,,,G,0,,,,,,TRUE,TRUE,,,,,,,,,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(37.25 19.5833333333333)
47944,47910,BESHAYER OIL TERMINAL,SD,19.4,37.316667,172,62142,M,OR,,,,,TRUE,,,,,A,0,,,,,,TRUE,TRUE,,,,,,,,,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(37.3166666666667 19.4)
47946,47910,SAWAKIN HARBOR,SD,19.133333,37.35,172,62144,S,CN,,,,,,,,,J,,0,,,,,,,,TRUE,,,,,,,,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(37.35 19.1333333333333)
47980,47950,BUR SAFAGA,EG,26.733333,33.95,172,62177,S,CB,G,,TRUE,,TRUE,,F,A,J,,1,L,TRUE,,,,TRUE,TRUE,,,TRUE,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,,TRUE,,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,,,,TRUE,TRUE,TRUE,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,S,M,POINT(33.95 26.7333333333333)
47982,47950,EL TUR HARBOR,EG,28.233333,33.616667,172,62191,V,CN,F,TRUE,TRUE,,TRUE,,,K,N,,0,M,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(33.6166666666667 28.2333333333333)
48015,47950,RAS SHUKHIER,EG,28.133333,33.283333,172,62191,M,OR,F,,TRUE,,TRUE,FALSE,J,A,N,F,0,M,,,,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,,,TRUE,FALSE,FALSE,,,,,,,POINT(33.2833333333333 28.1333333333333)
48053,47950,RAS SUDR,EG,29.583333,32.7,172,62194,V,OR,P,,,,,,,H,,L,1,M,,,,,TRUE,TRUE,,,,,,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,POINT(32.7 29.5833333333333)
48035,47950,SOKHNA PORT GAS TANKER TERMINAL,EG,29.683333,32.366667,172,62194,V,CB,F,,,,,,L,A,,L,0,M,,,,,TRUE,TRUE,TRUE,,,,TRUE,,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(32.3666666666667 29.6833333333333)
48030,47950,NORTH AIN SUKHNA PORT,EG,29.65,32.366667,172,62194,S,CB,F,,,,FALSE,,F,A,F,,1,M,,TRUE,,,TRUE,TRUE,TRUE,,,,TRUE,,,,,,TRUE,,,,,TRUE,,,,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,TRUE,,TRUE,,,,,,POINT(32.3666666666667 29.65)
48057,47950,ZAFARANA TERMINAL,EG,29.166667,32.683333,172,62195,V,OR,P,,,,,,,A,,F,0,M,,,,,TRUE,TRUE,TRUE,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,FALSE,,,,,,,,TRUE,,,,,,,,,,,,,,POINT(32.6833333333333 29.1666666666667)
48065,47950,WADI FEIRAN,EG,28.75,33.2,172,62195,S,OR,F,,,,TRUE,,C,A,,J,0,M,TRUE,,,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,TRUE,TRUE,FALSE,,,,,,POINT(33.2 28.75)
48104,48100,SHARMAH,SA,27.933333,35.25,172,62220,V,CN,P,,,,TRUE,,A,,,,0,M,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(35.25 27.9333333333333)
48106,48100,DUBA,SA,27.566667,35.533333,172,62230,S,OR,P,,,,TRUE,,J,,K,,1,M,,,,,,TRUE,TRUE,,,,TRUE,,,,TRUE,TRUE,TRUE,,,,,,TRUE,,,TRUE,,,,,TRUE,,,,,TRUE,TRUE,,,,,,TRUE,,,,,,,,POINT(35.5333333333333 27.5666666666667)
48108,48100,DUBA BULK PLANT TANKER TERMINAL,SA,27.316667,35.9,172,62230,V,OR,P,,,,,,A,F,,A,2,M,,,,,TRUE,TRUE,TRUE,,,,TRUE,,,,,,TRUE,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,POINT(35.9 27.3166666666667)
48130,48100,RABIGH,SA,22.733333,38.983333,172,62250,V,CB,F,TRUE,TRUE,FALSE,FALSE,FALSE,A,J,G,A,1,M,,TRUE,,,TRUE,TRUE,TRUE,,TRUE,,,,,,,,TRUE,,TRUE,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(38.9833333333333 22.7333333333333)
48214,48195,RUDUM TERMINAL,YE,13.983333,47.916667,172,62302,V,OR,P,TRUE,TRUE,,,,,M,,,0,M,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(47.9166666666667 13.9833333333333)
48216,48195,BALHAF,YE,13.966667,48.183333,172,62302,V,OR,P,TRUE,TRUE,,,,,M,L,,0,M,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(48.1833333333333 13.9666666666667)
48240,48225,QALHAT LNG TERMINAL,OM,22.683333,59.4,172,62350,V,OR,P,,,,,,,C,,M,3,M,FALSE,,,,TRUE,TRUE,,,,,TRUE,,,,TRUE,,TRUE,TRUE,,,TRUE,,,,,TRUE,FALSE,,FALSE,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,POINT(59.4 22.6833333333333)
48257,48225,PORT OF SOHAR,OM,24.516667,56.633333,172,62364,S,CB,F,,,,TRUE,,F,A,F,F,3,,,,,,TRUE,TRUE,,,,,TRUE,,,,,,TRUE,,,,TRUE,,,,,,TRUE,,FALSE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,,,,,,,,,,,,,POINT(56.6333333333333 24.5166666666667)
48259,48225,KHAWR KHASAB,OM,26.216667,56.233333,172,62392,S,CN,F,,,,,,,,O,,0,M,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,POINT(56.2333333333333 26.2166666666667)
48280,48260,HULAYLAH OIL TERMINAL,AE,25.983333,55.933333,172,62392,V,OR,P,TRUE,TRUE,,TRUE,TRUE,C,A,,C,0,M,,,,FALSE,TRUE,TRUE,TRUE,,,,TRUE,,,,TRUE,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(55.9333333333333 25.9833333333333)
48530,48410,JAZIREH-YE HORMOZ,IR,27.1,56.45,172,62393,V,OR,F,TRUE,,,TRUE,,M,H,O,,0,,,TRUE,,,TRUE,TRUE,,,,,,TRUE,,,,,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(56.45 27.1)
48266,48260,ZIRKUH PETROLEUM PORT,AE,25.016667,53,172,62408,M,OR,,,,,,,C,,,C,2,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(53 25.0166666666667)
48342,48330,JU AYMAH LPG TERMINAL,SA,26.866667,50.05,172,62415,V,OR,P,TRUE,TRUE,,TRUE,,C,C,,A,0,M,,,,,,TRUE,TRUE,,TRUE,,,,,,TRUE,TRUE,TRUE,,,,,,TRUE,,,TRUE,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,POINT(50.05 26.8666666666667)
48341,48330,RAS AL GHAR,SA,26.9,49.866667,172,62418,V,CB,F,TRUE,TRUE,,,,K,K,J,,0,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,TRUE,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,POINT(49.8666666666667 26.9)
48392,48375,AL-BASRA OIL TERMINAL,IQ,29.683333,48.816667,172,62434,V,OR,P,FALSE,FALSE,FALSE,TRUE,,C,,A,A,4,L,,,TRUE,FALSE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,TRUE,,TRUE,,,FALSE,,,FALSE,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,POINT(48.8166666666667 29.6833333333333)
48440,48410,KHOSROWABAD,IR,30.166667,48.416667,172,62435,V,RN,G,FALSE,FALSE,FALSE,TRUE,,J,,,L,5,M,,,,FALSE,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(48.4166666666667 30.1666666666667)
48400,48375,AL BASRAH,IQ,30.516667,47.833333,172,62439,M,RN,G,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,1,M,,,TRUE,TRUE,TRUE,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(47.8333333333333 30.5166666666667)
48348,48330,RAS AL MISHAB,SA,28.116667,48.633333,172,62452,S,OR,F,,,,TRUE,,J,K,J,,2,L,,TRUE,,,TRUE,TRUE,TRUE,,,FALSE,TRUE,,,,,,TRUE,TRUE,FALSE,,TRUE,TRUE,,,,TRUE,,,,TRUE,TRUE,,TRUE,,TRUE,,TRUE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,POINT(48.6333333333333 28.1166666666667)
48327,48305,KHALIFA BIN SALMAN,BH,26.25,50.75,172,62453,M,CB,F,,,,,,G,G,G,,2,L,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,TRUE,,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,POINT(50.75 26.25)
48269,48260,AL JAZEERA PORT,AE,25.716667,55.783333,172,62460,S,CN,,,,,,,,C,N,,1,,,,,,TRUE,TRUE,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(55.7833333333333 25.7166666666667)
48475,48410,BANDAR-E PARS TERMINAL,IR,27.533333,52.533333,172,62520,V,OR,P,TRUE,TRUE,,,,,A,L,A,0,M,,,,FALSE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(52.5333333333333 27.5333333333333)
48533,48410,BANDAR TAHERI OFFSHORE TERMINAL,IR,27.65,52.35,172,62520,V,CN,P,,,,,FALSE,,A,,F,0,L,,,,,TRUE,,TRUE,,TRUE,,TRUE,TRUE,,,,,,TRUE,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(52.35 27.65)
48300,48285,AL RAYYAN TERMINAL,QA,26.65,51.55,172,62531,V,OR,N,TRUE,TRUE,,TRUE,,A,A,,C,2,M,,,,,TRUE,FALSE,TRUE,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,,TRUE,FALSE,,FALSE,TRUE,,,TRUE,,,,,,,,,FALSE,FALSE,FALSE,,,FALSE,,,,POINT(51.55 26.65)
48374,48350,DOHA HARBOR,KW,29.383333,47.8,172,62570,V,CN,P,,,,,,O,,O,,0,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,POINT(47.8 29.3833333333333)
48404,48375,KHAWR AL ZUBAIR,IQ,30.183333,47.9,172,62570,V,RN,F,TRUE,TRUE,,TRUE,,O,J,L,,3,M,,,,,TRUE,TRUE,,,,,TRUE,,TRUE,,,,TRUE,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,S,POINT(47.9 30.1833333333333)
48406,48375,KHAWR AL ZUBAIR LNG TERMINAL,IQ,30.133333,47.916667,172,62570,V,RN,F,TRUE,TRUE,,TRUE,,O,J,,L,3,M,,,,,TRUE,TRUE,,,,,TRUE,,TRUE,,,,TRUE,,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,TRUE,TRUE,,,,,,S,POINT(47.9166666666667 30.1333333333333)
48620,48610,MANDVI,IN,22.833333,69.35,173,63062,V,OR,N,TRUE,FALSE,FALSE,TRUE,FALSE,L,M,O,,3,L,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,TRUE,TRUE,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,,,,TRUE,TRUE,,,,,TRUE,TRUE,,,,,TRUE,,,,,,,,,POINT(69.35 22.8333333333333)
48900,48610,RATNAGIRI,IN,16.983333,73.283333,173,63100,V,CN,P,TRUE,TRUE,FALSE,,TRUE,K,K,,K,3,L,,,TRUE,FALSE,TRUE,FALSE,TRUE,,,FALSE,FALSE,TRUE,,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,,,,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,TRUE,TRUE,,,,,,,S,POINT(73.2833333333333 16.9833333333333)
48990,48610,KARWAR,IN,14.816667,74.116667,173,63110,V,CB,G,FALSE,TRUE,FALSE,TRUE,FALSE,K,M,K,,2,L,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,TRUE,TRUE,FALSE,TRUE,,TRUE,TRUE,TRUE,,,,TRUE,,,,,TRUE,,,,,TRUE,TRUE,TRUE,,,,TRUE,TRUE,TRUE,,TRUE,,,,S,POINT(74.1166666666667 14.8166666666667)
